"Decepcionantemente adocicado, enjoativo. Tive que pedir desculpas aos meus convidados. Talvez o Pinot Noir seja melhor.",Product,,
"Extremamente adocicado, madeira nenhuma, fruta zero. A mulherada odorou.",Product,,
Vale para o dia a dia.,,,
Legal,,,
"Muito bom! Macio, fácil de beber. Alguma previsão de quando teremos este vinho novamente disponível? Tenho visto apenas o Pinot Noir.",Product,,
"Gostei, vinho suave, e digamos, informal. Harmoniza facilmente com qualquer prato.",Product,,
"Infelizmente, está indisponível no momento. Comprei vários vinhos na faixa de preço deste (até 40$) e este me surpreendeu positivamente. Na minha opinião é um excelente custo-benefício, doce (mas não enjoativo), fácil de beber (bebi logo a metade de uma vez kkkk), ótimo para acompanhar aqueles petiscos de sexta a noite, achei até encorporado. Recomendado!",Product,,
Suave e delicioso. Me surpreendeu muito.,Product,,
"Eu gostei bastante desse exemplar... vale a pena experimentar , muito bom ...",Product,,
"Concordo com o que disse o associado Paulo O vinho é muito fraco assim como as últimas seleções. O padrão caiu muito, espero uma melhora nas próximas seleções pois as últimas foram frustrantes!",Product,,
"Vinho leve, equilibrado e fácil de beber. Leve aroma de frutas vermelhas. Quanto ao paladar, a descrição do sommelier da Wine acertou em cheio: jovem, fresco, com taninos macios e notas frutadas. Ótima opção para o dia a dia e também com ótimo custo-benefício: de vez em quando aparecem promoções com o valor inferior a 15,00 reais. Recomendo para quem gosta de vinhos descomplicados.",Product,,
Bom vinho! Realmente muito fresco e especiarias bem marcantes. Atendeu a proposta de acompanhar uma boa pizza na noite da ultima sexta-feira.,Product,,
Esperava mais.,,,
Simplesmente delicioso!!,,,
Quando estará disponível novamente?,,,
Ótimo vinho,Product,,
Regular.,,,
Comprei e não recebi ! Não recomendo !!!!,,Store,
"Vinho macio e aveludado, com sabor frutado e refrescante. Agradabilíssimo de beber além de ser de ótimo custo benefício. Recomendo.",Product,,
"comprei uma garrafa para experimentar, vinho leve, fácil de beber, vou comparar novamente....",Product,,
"... Com uma peculiaridade. Pode gostar ou não. É gosto, não má qualidade. Tentar harmonizar com um prato robusto não vai dar certo, tanto quanto harmonizar uma lasanha ao sugo com um Malbec encorpado. Por isso defendo a Wine, você pode não gostar do vinho, mas deve valorizar o que se busca de novo e estar aberto ao novo, vai que gosta! My notes: Vinho (aroma, equilíbrio) 8 Meu paladar 7 Harmonização 10 Média 8,3 E mais uma vez fecho com a frase: Aos insatisfeitos, aceito vossas garrafas",Product,,
"Os vinhos da California realmente merecem toda fama que tem mesmo, este vinho em particular, apesar de um pouco doce, é sensacional. Notas de frutas vermelhas maduras, muito agradável no nariz e surpreencente na boca. Um ótimo custo benefício, agrada bastante até mesmo em um bate papo com petiscos. Valeu o investimento. Parabéns Wine mais uma vez.",Product,,
"Vinho excepcional. Experiência agradável, leve e surpreendente com alto custo benefício. Rótulo obrigatório para quem aprecia um bom vinho.",Product,,
Leve Suave Curti,,,
"Suave, aroma muito bom, bom pra c......recomendo",Product,,
"Vinho leve, frutado ideal para uma conversa descontraída entre amigos. Vale lembrar que é meio seco fino não informado na descrição.",Product,,
"horrivel... puro acucar, E o pior é meio seco... comprei tambem os outros dessa safra e tb é so mesmo naipe. To com medo de abrir a garrafa.",Product,,
"Excelente! Degustei com mais dois amigos, confraternizando. O único pecado foi ter apenas uma garrafa na ocasião. Pouca acidez e aroma frutado fizeram deste merlot uma ótima escolha para a nossa noite.",Product,,
"Não notei carvalho, e estava adocicado em excesso. Parecia água com açúcar. Não compro novamente.",Product,,
"Percebe-se que é um bom vinho, bem equilibrado, porém esse tom adocicado chega a ser um sacrilégio para um vinho assim, infelizmente.",Product,,
"Ótimo custo benefício para vinhos até R$ 30,00. Fácil de beber. Amadeirado. Persistente.",Product,,
"Boa noite, Sou assinante da Wine e gostaria de ter acesso à revista digital. Como devo proceder. Grato. Marius",,Store,
"Agradou muito ao meu paladar, iniciante apaixonada por vinho, e ao de minha família, que não tem o hábito de apreciar essa bebida. Delicado sem ser fraco. Super aprovei!",Product,,
"Vinhos jovem, frutado, mas sem expressão. Se pensar em custo benefício na faixa de preço até R$30, tem outras opções melhores. Comprei para experimentar. Na minha opinião não recomendo.",Product,,
"Bebido despretenciosamente, chamou bastante a atenção de todos, principalmente pela faixa de preço. Um vinho frutado, com aroma e sabor suaves, fácil de beber, ideal para ser consumido na diária. Certamente, comprarei mais garrafas.",Product,,
"Olhos Ruby com tons violaceos Nariz Ao Abrir: Predominancia vegetal e quê defumado. Frutas em segundo plano 30 min: - Boca Acidez: média Corpo: médio baixo Álcool: presente, cetonico Açucar: bem suave Taninos: sutis, praticamente ausentes Ataque: vegetal longo e unilateral Retrogosto: frutas suaves, alcool e amargor",Product,,
"Vinho muito fácil de beber. Excelente custo x benefício. Baixa acidez e sabor agradável. Muito bom para a dia a dia. Gostei bastante, só que fui comprar mais e acabou.....",Product,,
"Um bom vinho sem sombra de dúvida para ser degustado descontraidamente no dia a dia. Apesar de ser um meio seco, taninos e acidez bem dosados. Creio que para quem é adepto aos secos esse não vai agradar. Deveria constar na descrição do site esse detalhe.",Product,,
Grata surpresa. Bom corpo com muita fruta no nariz. Sem dúvida compraria de novo.,Product,,
"Vinho bastante agradável na boca, com equilíbrio entre tanino e acidez. Excelente custo benefício.",Product,,
"Leve,saboroso,fácil de beber,cor característica e aroma agradável,harmonizou bem com músculo temperado com vinho tinto acompanhado de cuscuz marroquino.",Product,,
"Em primeiro lugar se soubesse que se tratava de um demi-sec, nem teria comprado. Acho este tipo de vino muito suspeito e sinceramente acho que deveria haver regras de vinificacao que garantissem que o vinho fosse o mais natural possível....De qualquer maneira, nao vale o dinheiro gasto.....espero que o Clube W de mais atencão as suas selecões....não deve ser tão difícil encontrar vinhos melhores por um preco menor. Mas a maior decepcão foi por tratar-se de um vinho californiano.Esperava mais",Product,,
"Espumante fenomenal, considerando seu preço. Qualidade muito próxima dos champanhes. Harmonizei com escondidinho de bacalhau, ficou ótimo. Recomendo muito!",Product,,
"Mais uma vez venho em defesa da Wine. Pra mim não existe vinho ruim (salvo exceções), existe vinho mal harmonizado. O vinho em questão é um vinho leve, com aromas frescos e acidez equilibrada. Essa acidez que o torna gastronômico. Harmonizei com sofiote de berinjela ao molho bolhonhesa e ficou excelente. Um vinho diferente do que muitos estão acostumados, por não sairem da mesmice dos vinhos mais populares. Isso é o interessante do mundo dos vinhos. Você pode provar vários estilos, cada um",Product,,
Excelente custo x benefício. Comprarei mais.,Product,,
"sinceramente, esse tipo de vinho não é um vinho que deve ser apenas bebido sem nenhum acompanhamento, é um vinho com uma boa acides, persiste por pouco tempo na boca, apresenta a tão famosa lagrima ao escorrer pela taça, porém, esse vinho é muito saboroso acima de tudo, me surpreendeu de verdade, ficou muito gostoso acompanhado de lasanha à bolonhesa, aprovado, recomendo desde que seja acompanhado com as indicações do sommelier Saúde",Product,,
"O vinho é fraquinho, nada demais. Foi tomado sem harmonização.",Product,,
"Vinho francês barato não vale a pena. Wine mandou isso no clube clássico. Lamentável, mto ruim. Parece que Wine não está conseguindo manter a qualidade do clube.",Product,,
Esse vinho é o meu preferido!!! Tem um sabor maravilhoso e muito bom degustado com churrasco de Cordeiro e com Moqueca Baiana de Camarão!!! Indico esse vinho de sabor incomparável!!!,Product,,
Achei apenas razoável.,,,
Muito bom! Condimento saboroso,Product,,
"Há tempos tento comprar. Mas depois do meu último pedido, tenho medo de comprar, pagar e não receber meu produto...",,Store,
Não compre na Wine eles Não respeito o prazo de entrega. Já é a terceira vez que acontece isso comigo. Nunca mais compro ou indico esta empresa . Sem responsabilidade e respeito com os cliente.,,Store,
Prático e saboroso!,Product,,
Perfeito.,,,
"Tive que tomar várias garrafas em ocasiões diferentes, pois gostei tanto que achei que poderia ser coisa de momento. Melhor espumante que já experimentei, melhor até que vários champanhes. Recomendo muito,",Product,,
Boa tarde preciso saber sobre a entrega dos meus pedidos. Já enviei email não tive resposta. Entrega atrasada,,Store,
"o vinho tem uma boa acidez, amanteigado, perfume de Baunilha e levemente frutado. Excelente na relação de preço que comprei, 58 reais. O vinho aumentou muito de preço",Product,,
"Gostei bastante. É aromático e saboroso, com bom corpo e final persistente mesmo. Harmonizou bem com camarões. Aveludado, talvez não agrade aos que dão preferência a brancos com acidez mais destacada.",Product,,
Nunca decepciona.,,,
"Me agradou bastante com uma refeição composta por arroz branco, purê e filé ao molho madeira. Extremamente satisfeito.",,,
Bom Espumante. Harmonização perfeita com Pão doce (farofa com creme) com maionese.,Product,,
"Olhos: palha claríssimo, creme alvo fofo de boa formação. Perlage grosseira e dispersa de média duração. Nariz: aromas de panificação leve e algo bem suave de maçã verde. Não evolui mas se mantêm. Boca: excelente cremosidade, na boca é mastigável e com carbonatação impar, de alta duração. Suave com um quê de nozes e um retrogosto de mel. Amargor residual presente. Geral: incrível prosecco pelo preço que paguei, porém ainda prefiro os espumantes nacionas ou cavas com mais carácter e presença.",Product,,
"gosto muito desse espumante! pena que o preco flutue bastante! lembro da epoca que comprava por R$ 35,00 aproveitei a ultima promocao por esse preco e adquiri mais um! Geladinho e uma otima pedida! refrescante com boa perlage",Product,,
"Achei um pouco adocicado, pensei até que fosse demi-sec. Não tem persistência de boca. Bem gelado, para o dia-a-dia, vai bem.",Product,,
Baita espumante!,Product,,
"Muito bom!!! Esse vinho só tem um problema da vontade de beber de golão, rsrssrss... Caiu muito bem com vieiras, fettuccine ao pesto e salada com molho de mostarda e mel.",Product,,
"Minha experiencia é das melhores com esse prosecco, recomendo 100%.",Product,,
"Boa tarde! Acabei de fazer minha assinatura no Clube Wine, e também não compreendi a adição dessa revista na assinatura, visto que o valor da assinatura da revista está incluída na mensalidade. Como ela é um brinde? Gostaria de esclarecimentos sobre o assunto. Att Claudia",,Store,
Excelente,,,
Bom e refrescante mas as notas de frutas e florais não são tão evidentes. Na boca é suave e o retrogosto não é persistente.,Product,,
Muito bom.,,,
Excelente prosecco!! Já comprei várias garrafas! Muito fácil de beber e muito refrescante! Mas já valeu mais a pena..a pouco tempo comprei por R$ 33.,Product,,
"Ótimo champanhe. Nem muito doce e nem muito ácido, diria leve! Amargor no início e doce no final. Recomendo!",Product,,
"Achei o sabor fraco e raso, mas é razoável",Product,,
Bom C/B. Recomendo.,,,
"É bom que eu deixe um registro em todos os vinhos que compro e tenho problemas na entrega para que você, também consumidor, não se iluda com a propaganda de maior site de vinhos. Comprei seis garrafas, o prazo já se esgotou há tempos e nenhum posicionamento concreto da Wine sobre quando irá chegar o meu pedido. Olhem tb no Chateau de La Riviere (duas vezes o pedido não foi entregue e tive que cancelar), no champagne Mountaudon, na cerveja Faxe. Setor de logística fantástico.",,Store,
"Excelente. Refrescante, frutado na medida, bolhas presentes. Isso tudo com um preço interessante. Conjunto perfeito.",Product,,
"Muito bom! Já tomei duas garrafas, e tenho mais duas guardadas para ocasiões especiais. Harmonizou muito bem com pizzas diversas. E por esse preço então... nunca o trocaria por um espumante Chandon, que é até mais caro, mas não tem a mesma riqueza de aromas e sabores.",Product,,
"Excelente !!! Sou amante de vinhos e espumantes, há um bom tempo venho degustando alguns espumantes para selecionar os melhores para o verão, busco sabor, aroma,maciez,perlage e preço. Encontrei no Fantinel Prosecco Extra Dry DOC todas essas qualidades. Estou pedindo mais garrafas, pois qualquer aperitivo o acompanha. Parabéns Wine! Só poderia fazer uma ""promoção de verão"" para os sócios!!!!!!!",Product,,
nao desejo receber esta revista isso é venda casada nos termos do CDC.,,Store,
"Gostei muito deste prosecco. Iria até comprar mais garrafas. Mas não entendo a política de preços. Há duas semanas comprei de R$ 50,00 por R$ 39,90, hoje está R$ 62,00 por R$ 52,70. É uma variação de preços incrível. Na pior das hipóteses deveria voltar a R$ 50,00.",Product,,
"A cada três compras minhas nos últimos tempos, uma não é entregue e sou obrigado a cancelar o pedido. É inacreditável a incompetência para a prestação do serviço. Comprei 10 garrafas para uma festa com prazo de entrega de 7 dias úteis, vencidos dia 05. Fiz a reclamação e sequer o número de rastreamento do produto foi encaminhado. A festa ficou sem espumantes e foi extremamente constrangedor. É incrível a falta de desrespeito com o consumidor. Não da para confiar.",,Store,
"Este espumante é ótimo!!! Mas estou assustado. Comprei semana passada para experimentá-lo para fazer a seleçao final para o meu casamento à R$ 39,10 pelo sócio wine. Ele aumentou 34,78%. Inviável. Gostaria de comprar 60 garrafas! Uma pena!",Product,,
"Não sou fã de espumantes. Na verdade, raramente compro. O Fantinel Prosecco Extra Dry DOC foi uma grata surpresa. Refrescante e não é doce como muitos espumantes, além do ótimo custo benefício.",Product,,
"Excelente custo benefício, este Prosecco surpreende em frescor, sabor e aromas. Uma delícia com as entradas e prato principal!!!",Product,,
"Comprei três garrafas em 27/08/2015 e já tomei duas no final de semana. Muito bom, harmoniza perfeito com alguns aperitivos que tinha em casa. O custo / benefício é muito bom.",Product,,
"Excelente!!!! Uma maravilhosa experiência de sabor e frescor esse Prosecco, aliás as produções da Fantinel são maravilhosas!! Harmonizo com praticamente tudo, queijos, massas, frutos do mar.... Amo!!",Product,,
"Adorei, muito leve e com final agradavel na boca...e por esse preco nao poderia ser melhor!",Product,,
"Ótimo custo benefício... muito fácil de beber, ideal para todas as ocasiões. Contudo, comprei por R$ 33,15 e agora está por R$ 39,10, um aumento injustificado no preço. Gostaria de comprar 40 garrafas para meu casamento, mas não entendi o aumento do valor.",Product,,
Excelente Prosecco!!! Pelo ótimo preço vale a pena ter vários na adega! Muito fácil de beber!,Product,,
Excelente espumante! Ótimo custo benefício.,Product,,
"Tomei com um grupo de amigos e todos gostaram muito. Vinho excelente, sabor marcante.",Product,,
"Ótimo espumante, acompanhou petiscos de queijo branco e patês diversos com torrada. Sem dúvida é uma ótima compra. Vamos comprar mais!",Product,,
"Espumante delicioso. Harmonizou perfeitamente com pernil ao molho de laranja e salada (mix de folhas, tomate cereja e queijo feta). Com certeza, compraremos outras vezes.",Product,,
"sem duvida é um bom prosecco. Bom sabor e perlage razoável. Falta persistência, mas pelo preço vale a pena. Lamentavelmente, o que não vale um centavo, são os vinhos Fantinel escolhidos para o Club Classic. O cabernet é bem próximo de trágico. Eu não pagaria nem R$ 20,00. Pena que não consigo deixar minha avaliação nos referidos vinhos da Fantinel.",Product,,
maravilhoso!!!,,,
"Incrível! Não conheci até hoje outro prosecco com este sabor e preço! Elegante, refrescante, vale muito ter sempre em casa!",Product,,
"Fantástico, maravilhoso, incrível. Único, ímpar, singular. O que mais posso dizer??!! Ah! sim, você pode comprar e sentir o mesmo que eu. Harmonizei com uma deliciosa muqueca mista de vermelho com tilápia, tendo como entrada camarão ao alho e óleo. Incomparável!!!",Product,,
"O vinho é muito bom, mas não vale o preço pedido pela Wine, nem na promoção atual (82,00).",Product,,
"ontem nos reunimos em familia para degustar o vinho Tinto Real.Que decepção.Paladar, olfato,coloração, apresentação,não agradou em nada.Ficamos mto decepcionados.Comprei 5 garrafas para servir no meu aniversario, agora no final do mês.Fui salva, por ter resolvido degustar um antes da data.Ainda tenho 4 garrafas e dado meu histórico de compras,penso que mereço uma atenção especial da WINE em trocá-las por um outro vinho compatível com minha expectativa.Pelo menos isso.",Product,,
"No olfato, um aroma estranho de manga verde (principalmente logo que aberto), também especiarias, como tabaco. O paladar é persistente e duradouro, porém é áspero, com toque defumado. Não lembra em nada os vinhos frutados, característicos da região do alentejano. Sinceramente não gostei, pior que adquiri duas garrafas. Não fica bom, mas se aerar por no mínimo 30 minutos, melhora bastante",Product,,
"Não gostei! De todos os vinhos que recebi pelo clube sem dúvidas esse é o pior, até pensei que estava estragado. Tenho mais garrafas e se possível gostaria de devolver.",Product,,
"Primeiro, uma estrela pelo preço. Vale 30 mas comprei por 20. E muitos. Bonita cor rubi escura. Bouquet de groselhas com toque saliente de cravos e especiarias. Taninos sobressaem logo ao primeiro gole, sensação rascante que a boca vai absorvendo. Estrutura complexa, realmente não é um vinho fácil de beber, nada suave. Personalidade forte. Só pra quem conhece e gosta. Português autêntico. Vai bem com um bacalhau.",Product,,
"Muito bom Carmenere. Como já foi dito antes, é melhor deixar o vinho respirar um pouco para aflorar os aromas e o sabor. Tomei esse vinho após ter tomado um Cosecha Taparacá da mesma uva e não ficou muito atrás.",Product,,
"Aromas remetendo a frutos frescos e com influência de madeira. Paladar um pouco áspero e adstringente, com acidez pronunciada, taninos presentes e final médio. Pede pratos gordurosos, que fazem aparecer a fruta. Alguns podem ""torcer a cara"", mas ficou muito bom com uma feijoada e suas carnes.",Product,,
"Não me agradei muito quanto ao estilo que este vinho apresentou. Áspero demais, complexo e não tão fácil de beber. Na minha opinião é um vinho que talvez seja melhor avaliado com uma harmonização, tempo de decanter e temperatura, perfeitos, o que não é tão simples de se fazer. Talvez por isso seja caracterizado pela sua personalidade.",Product,,
"Não gostei. Comprei duas garrafas por ser um vinho da Reynolds, vinícola de que gosto. Joguei metade da primeira garrafa pelo ralo e doei a segunda. É um vinho com um sabor acre, de fumaça (?), como se as cubas de carvalho tivessem excesso de dióxido de enxofre. Muito fraco.",Product,,
Uma dúvida... O rótulo diz que o vinho é seco. mas a ficha técnica indica que é demi-sec. Qual o nível de açúcar residual?,Product,,
Eu não gostei.,,,
"A descrição de ""volumoso"" da Wine se encaixa bem nesse vinho: teor alcoólico alto, que precisa ser abrandado por um tempo no decanter. Apesar disso, os taninos não são tão acentuados, e eu achei o vinho bem equilibrado. Harmonizei com a sugestão de espaguete à matriciana e a combinação foi perfeita.",Product,,
"Um pouco áspero, mas pelo preço (20 reais) foi um bom negocio.",Product,,
"Poxa mandei esse vinho como presente e a chegada prevista era para o dia 26/04, ainda não chegou. N° 9457359",,Store,
"Péssimo. Joguei metade da garrafa no ralo. Nem de graça (paguei R$ 19,89). Por mais de R$ 30,00, é um assalto. Existem, na Wine, outros vinhos portugueses que valem o preço cobrado, que, quando estão em promoção, valem muito a pena (JP Azeitão seleção do enólogo, Fronteira, Solar das Bouças, etc.).",Product,,
"Um vinho muito bom para o dia a dia. Vale muito a compra, tá?! Boa, Wine! Continue trazendo ótimos custo x benefício como o Tinto Real.",Product,,
"Muito bom,perfeita a descrição do sommelier,incrível como os vinhos portugueses de baixo custo conseguem ter essa qualidade,vale muito!!!",Product,,
Perfeito! Recomendo.,,,
Vinho caro para o que oferece. Pouco corpo. Não recomendo.,Product,,
"Bom vinho,médio corpo e como todo bom vinho português bem equilibrado,acompanhou bem uma salada de polvo.",Product,,
"Gosto da vinícola Salton, mas esse vinho têm alta acidez. Se tivessem equilibrado na acidez, seria bem melhor de se beber.",Product,,
Maravilhoso esse lambrusco! Com frango assado foi harmonia perfeita!,Product,,
"Vinho Regular, sem muita complexidade, porem equilibrado e fácil de beber. Pelo preço de R$59,00 a garrafa, talvez esteja um pouco salgado para ele.",Product,,
"Não sou muito fã de lambruscos, mas este é frutado, lembra pêssego no paladar, refrescante e pouco doce. Gostei. Passei a me habituar com lambrusco como primeiro vinho do domingo, depois da ressaca de vinhos melhores no sábado. Este ficou muito bom com lasanha de berinjela, calabresa e queijo tipo mussarela.",Product,,
Pouca expressão no aroma e sabor. Talvez; fosse um amabile se equilibrasse melhor com a sua acidez alta.Com a comida ele melhora bastante ( tilápia churrasqueada ).,Product,,
"Um péssimo lambrusco. Sem aromas, sem paladar, ácido, parece um keep cooler. Abaixo da crítica",Product,,
"Perfeito!! Comprei um semana passada e tive que repetir o pedido. Vinho impressionante...Me surpreendeu! Sabe aquele vinho que combina com tudo? pois é, ótimo para qualquer momento.",Product,,
"Maravilhoso, vinho leve com boa espuma e amargor. Foi o vinho que escolhi para meu casamento e que vou escolher para o aniversário do meu sogro.",Product,,
"O melhor, amoooo! Pena que o Produto esteja Indisponível! Onde encontrá-lo?",Product,,
Não Gostei. Fraco e/ou aguado.,Product,,
"Gostei muito..abri no natal,toda minha família gostou fez o maior sucesso..minha irmão até quer entrar para o clube de tanto que gostou,vou indicá-la.",Product,,
Maravilhoso. Mais seco que o comum dos outros Lambruscos como eu esperava. Relação custo benefício perfeita! Recomendo.,Product,,
Aroma de damasco e mamão! Doçura na medida para um lambrusco e por ser meio seco. É bem refrescante e vai muito bem na praia com petiscos.,Product,,
"Muito bom, o aroma do vinho se destaca,depois de 20 minutos o vinho ""abre"". Eu daria 4,5 mas como comprei na promoção por 53,00 vai 5 estrelas.",Product,,
"Sou super fã deste Lambrusco! Ele agrada muito a todos aqui na minha casa. Combina bem com uma tábua de frios e queijos leves e também com petiscos como isca de frango e isca de cação. Vinho super leve e refrescante, ideal bebe-lo bem frio nos dias quentes de verão.",Product,,
"Ouvir coisas boas sobre esse Frizzante, hoje na madrugada ele passou por um teste que poucos passam e saem com louros, fui no meu repositório e peguei uma garrafa e consumir em temperatura ambiente, algo entre 20~23 graus. Para minha surpresa e da minha acompanhante o vinho se portou magnificamente bem, mesmo nas condições inadequadas que foi degustado, Só fiquei triste ao ver a sua indisponibilidade pois quero ter um estoque do mesmo! Parabéns Wine por um vinho tão bom e tão barato! ;)",Product,,
Muito bom. Encomendei mais algumas garrafas.,Product,,
Degustei com amigos e não agradou a nenhum.,Product,,
"Excelente custo benefício. De sabor leve, frutado e simples de beber. Fácil harmonização com queijos simples numa rodade de amigos descontraída. É sempre interessante manter um destes na adega. Comprarei mais vezes.",Product,,
"Custo x qualidade muito bom. Leve, fresco, perfumado e harmonioso. Ideal para o dia a dia, refeições leves ou até mesmo um bom papo com os amigos.",Product,,
"Excelente lambrusco, harmonizou perfeitamente com Penne ao molho de estrogonoffe de atum",Product,,
Não gostei. Não recomendo.,,,
"Muito ruim mesmo, olfato desagradável, amargo, retrogosto de cerveja quente (isso mesmo), a não ser que tenha recebido uma garrafa estragada. Este eu joguei meia garrafa fora.",Product,,
. Tomei e para minha surpresa agradou demais. O preço é excelente!Agora que está chegando o verão nada melhor que um lambrusco bem gelado.,Product,,
"Para começo de conversa é vinho meio seco, mas não consta na descrição da wine, o que é um absurdo. A wine deve esclarecer se é seco ou meio seco. Comprei gato por lebre. Sinto-me enganado. vinho de qualidade no mínimo duvidosa.",Product,,
conforme a descrição do sommelier. Muito refrescante e leve. Harmonizado com file de peixe ao molho de alcaparras. Excelente custo benefício. Voltarei comprar mais garrafas,Product,,
"Comprei esse vinho muito pelo excelente vídeo gravado na vinícola com o produtor. Deixei 1 ano descansando na adega, e assim o abri cheio de expectativas. Não gostei. Achei um vinho pouco potente, desequilibrado, forte alcool brigando com a elevada acidez. E olha que sou apaixinado pela Cabernet Franc. Eu não recomendo, e não compraria novamente. Espero ter mais sorte ao abrir o irmão Bobó 2012.",Product,,
"Grande vinho, 5 estrelas levando em conta o valor praticado na época da compra, 80 reais no saldão, hoje não vale o custo benefício, valor exorbitantemente caro!",Product,,
"Vinho excelente, um dos melhores do site. Mas nada justifica ter seu preço dobrado de um dia para o outro, principalmente quando é anunciado que todo o site esta com 10 % de desconto. Qual a explicação para isso?",Product,,
"Excelente! Parece que foi feito sob medida para quem gosta dos carnudos e potentes. O melhor de tudo é que a Cabernet Franc vem para somar, e não para dominar, pois o toque dessa uva foi muito bem integrado, enriquecendo ainda mais este belo blend.",Product,,
"Um dos melhores do site, jå tem avaliações bem detalhadas aqui em baixo.",Product,,
"Comprei esse vinho por 80,00, na promoção, e o vinho realmente atendeu todas as expectativas para essa faixa de preço.",Product,,
"Ótimo vinho. Em set/15, saiu por oitenta reais, aqui no site. Se voltar a esse preço, comprarei mais, certamente.",Product,,
"digo, vale pena deixa-lo respirar para aflorar seus sabores",Product,,
"Excelente, madeira, bom corpo, taninos redondos... Com o preço promocional melhor ainda.",Product,,
"Vinho indecifrável. Tentei tudo -- temp, aeração, harmonização -- mas sem êxito. Ralo, sem fruta, lático, sem aromas. Tenho um apreço especial pela Carmenère, mas esse foi difícil. Eu tinha boas expectativas pq o Cabernet da mesma remessa estava ótimo. Qual seria o problema?",Product,,
"Top top!! Potente e refinado, tudo no lugar.",Product,,
"Excelente, equilibrado, taninos presentes e macios, seco, equilíbrio entre frutas maduras, ameixa, madeira, vanilla, retrogosto persistente. Recomendo!",Product,,
"Um dos melhores vinhos da seleção premium. Ótimo corpo, amadeirado na medida certa",Product,,
Excelente vinho. Os hermanos estão de parabéns.,Product,,
Excelente.,,,
"Muito bom, excelente escolha do clube. Potente e encorpado. Riquíssimo de aromas e muito equilibrado. Precisa decantar pra acalmar o álcool.",Product,,
"Excepcional! Sem sombra de dúvida o melhor vinho que já degustei no clube wine. Vermelho rubi. Rico em aromas de baunilha, chocolate, cassis, amadeirado. Equilibrado. Elegante. Boa persistência. Recomendo.",Product,,
"Excepcional! Sem sombra de dúvida o melhor vinho que já degustei no clube wine. Vermelho rubi. Rico em aromas de baunilha, chocolate, cassis, amadeirado. Equilibrado. Elegante. Boa persistência. Recomendo.",Product,,
"Já comprei três garrafas! Vinho espetacular, muito encorpado e que ainda pode evoluir muito, mas já está pronto para beber. Valeu a pena! Nota 1000! Vou comprar mais. A safra 2010 foi realmente um ponto fora da curva! Sensacional!",Product,,
"A minha primeira experiencia com esse vinho foi vôo da TAM e lembranca que tenho é de um exemplar frutado com nuances de vegetal e especiarias. contudo, quando recebi a wine,\abri garrafa chequei a conclusão do inicio que a lembranca que tinha era da viagem e não do vinho, apos, algum tempo ele ganhou os adornos para dizer persistência,\frutado é um vinho que vale a pena",Product,,
"muita fruta, tanto vermelha quanto negra. direto, simples e fácil de beber. harmonia nariz /boca . boa persistencia. sobra um pouco de álcool. Sirva um pouco mais frio. 3,8 estrelas. Compramos na promoção por menos de 60 r.",Product,,
"Proposta bem interessante. Comprado em promoção por R$30,00 12/2016",Product,,
"Excelente vinho, mas que na minha opinião está overpriced.",Product,,
Bom vinho do sul do Rhône. Bem aromático e com boa persistência na boca. Esperava algo mais complexo por tratar-se de um vinho de um patamar superior.,Product,,
"Dificilmente tomo Brancos Secos, mas esse me agradou muito e combinou muito bem com uma porção de bolinho de bacalhau bem apimentada!",Product,,
Muito bom e refrescante.,Product,,
Não vale 37,,,
"Entendo a sugestão da opção da compra da revista Wine, separadamente do box. Eu, particularmente, adoro a mesma... lê-la faz parte do meu divertimento, meu ritual...",,Store,
"Gostaria de deixar aqui uma sugestão, disponibilizar a revista no site ( dentro da Minha Wine ) e enviar só para quem quiser receber a revista.",,Store,
"Sou sócio em duas categorias: One e Classic. Portanto, acho totalmente dispensável receber o mesmo produto duplamente. Concordo também que receber ou não a revista deve ser uma opção de cada assinante, caso contrário se configura venda casada, prática proibida pelo Código de Defesa do Consumidor.",,Store,
"Prezados, só não percebeu quem não quis. Quem assinava o Clube W em 2014 ou 2015 pagava apenas pelos vinhos na fatura - a revista era ""de graça"". Mas o valor das assinaturas foi subindo, subindo... Então, a Wine simplesmente maquiou o preço total, ""diminuindo"" o valor das garrafas e ""cobrando"" pela revista. Assim, temos a impressão de que os vinhos ficaram mais ou menos no mesmo valor de antes. Smart guys ;)",,Store,
"Encorpado, taninos médios, final longo, persistente. Aromas de frutas negras com toques de madeira. Acidez baixa. Muito bom!",Product,,
"Este vinho não nos agradou, principalmente pelo aroma, desagradável. Fiquei frustrada, pois Carménère é meu vinho preferido e nunca tivemos uma experiência como esta.",Product,,
"É tão bom receber a revista quanto os vinhos. Não entendo quem não a quer. Mas, realmente ela é meio ""carinha"".",,Store,
Estão me cobrando pela revista sem me consultar! Não quero essa revista. como faço pra cancelar ela???,,Store,
Não desejo receber a revista paga. Favor remover,,Store,
"Eu não desejo receber revista paga, mesmo porque não solicitei e muito menos sabia que iria pagar por ela. Por favor retirar da minha lista. Por este motivo a minha avaliação é de uma estrela.",,Store,
"Acabei de assinar a ClubeW, mas não pedi revista nenhuma. Não constava na minha lista de pedidos. Eram os dois vinhos e mais o frete. Não gosto de atitudes assim. Não pedi, não quero e não gostaria de pagar por algo que não me interessa.",,Store,
"Excelente vinho, adorei, degustei com uma porção de copa o azeite e queijo fresco...simplesmente d+",Product,,
